Name,Location,Year,Car_Age,Price
Maruti Wagon R LX BSIII,Ahmedabad,2004,21,1.4
Honda City i VTEC SV,Kochi,2017,8,7.51
Maruti Swift VDI,Delhi,2014,11,4.3
Honda City i-VTEC CVT VX,Mumbai,2015,10,8.95
Maruti Ertiga VDI,Kochi,2015,10,6.91
Renault Duster 110PS Diesel RxZ,Coimbatore,2016,9,9.75
Maruti Swift Dzire VDi,Jaipur,2010,15,4.0
Maruti Ritz VDi,Hyderabad,2011,14,3.65
Mahindra XUV500 W8 4WD,Chennai,2013,12,10.75
Honda Brio S MT,Kochi,2015,10,4.51
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,9,49.22
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,11,3.7
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,11,12.99
Maruti Swift VXI,Delhi,2015,10,4.15
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,13,4.4
Honda Mobilio S i VTEC,Kolkata,2015,10,4.25
Honda Amaze S i-Vtech,Mumbai,2017,8,4.25
Honda City i-VTEC CVT VX,Jaipur,2017,8,7.7
Land Rover Range Rover 2.2L Dynamic,Pune,2015,10,39.75
Honda City i-VTEC V,Mumbai,2017,8,8.5
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,17,7.0
Ford Ikon 1.3 Flair,Chennai,2002,23,0.8
Toyota Fortuner 4x2 Manual,Delhi,2013,12,15.25
Maruti A-Star Vxi,Hyderabad,2008,17,2.25
Tata Sumo EX,Kolkata,2016,9,4.85
Honda City V AT,Coimbatore,2012,13,6.42
Nissan Micra XV D,Chennai,2012,13,2.5
Hyundai Verna SX CRDi AT,Hyderabad,2011,14,5.75
Maruti 800 Std,Pune,2003,22,0.5
Mahindra XUV500 W8 4WD,Coimbatore,2015,10,11.52
Maruti SX4 VDI,Delhi,2014,11,4.5
Hyundai i20 Sportz AT 1.4,Bangalore,2013,12,4.75
Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,6,13.54
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,10,23.41
Toyota Fortuner 4x2 AT,Hyderabad,2013,12,19.25
Volvo S60 D4 KINETIC,Ahmedabad,2015,10,20.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,14,13.0
Honda Accord 2.4 Elegance M/T,Chennai,2010,15,3.99
Honda Amaze S i-Dtech,Pune,2015,10,4.65
Maruti Dzire ZDI,Ahmedabad,2013,12,4.65
Maruti Swift LXI,Kolkata,2013,12,3.15
Toyota Corolla Altis G HV AT,Delhi,2013,12,8.25
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,13,65.0
Maruti Swift VDI,Chennai,2012,13,4.5
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,8,17.5
Maruti Swift VXI BSIV,Mumbai,2016,9,4.31
Honda Jazz 1.2 SV i VTEC,Kochi,2016,9,6.2
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,14,3.32
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,14,3.75
Toyota Etios G SP,Bangalore,2013,12,4.7
Hyundai Verna 1.6 SX VTVT,Chennai,2016,9,6.5
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,16,7.25
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,9,8.94
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,7,7.34
Maruti Baleno Alpha 1.2,Delhi,2016,9,6.9
Honda Jazz V,Mumbai,2016,9,5.9
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,12,6.75
Honda Amaze VX i-DTEC,Ahmedabad,2014,11,4.1
Audi Q3 30 TDI Premium FWD,Mumbai,2017,8,27.0
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,11,4.5
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,12,14.5
Maruti Swift Dzire VDI,Jaipur,2014,11,5.25
Tata Indica Vista Quadrajet LS,Kolkata,2012,13,1.2
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,19,4.95
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,12,7.5
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,10,48.0
Honda Amaze S i-Dtech,Delhi,2015,10,4.45
Mercedes-Benz GLE 350d,Coimbatore,2018,7,59.65
Maruti Ritz VDi,Kochi,2015,10,4.38
Maruti Ciaz ZDi Plus SHVS,Kochi,2016,9,7.9
Hyundai Santro Xing GL,Bangalore,2008,17,1.88
BMW 5 Series 520d Sedan,Mumbai,2008,17,10.5
Maruti Baleno Delta CVT,Coimbatore,2018,7,7.29
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,13,6.0
Mahindra XUV500 W8 2WD,Chennai,2011,14,6.7
Maruti Alto LXi,Jaipur,2009,16,1.5
Mini Cooper 3 DOOR D,Kochi,2016,9,23.8
Mahindra XUV500 W8 4WD,Kochi,2014,11,7.77
Hyundai Santro Xing GLS,Coimbatore,2012,13,3.32
Maruti Swift VDI,Kochi,2015,10,4.94
Mercedes-Benz A Class A180 CDI,Delhi,2013,12,11.0
Renault KWID RXT,Hyderabad,2016,9,3.4
Maruti Swift VDI,Kochi,2013,12,4.17
Maruti Zen LXI,Hyderabad,2005,20,1.25
Hyundai Grand i10 Magna AT,Mumbai,2016,9,5.45
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,13,2.59
Mahindra XUV500 W10 AWD,Pune,2015,10,12.01
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,15,2.45
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,10,29.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,15,11.99
Honda City i VTEC CVT VX,Delhi,2015,10,7.9
Toyota Innova 2.5 GX 7 STR,Pune,2010,15,6.25
Chevrolet Beat LT,Pune,2011,14,1.8
Honda Jazz 1.2 S i VTEC,Mumbai,2015,10,4.9
Nissan Micra XL Primo,Jaipur,2010,15,2.25
Maruti Ciaz AT ZXi,Coimbatore,2017,8,8.89
Toyota Fortuner 4x2 AT,Mumbai,2012,13,15.0
Ford Aspire Ambiente Diesel,Kolkata,2018,7,5.65
Maruti Ertiga ZDI,Jaipur,2014,11,7.0
Maruti Alto 800 LXI,Hyderabad,2016,9,2.95
Honda Brio V MT,Chennai,2013,12,3.3
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,15,3.5
Honda City 1.5 GXI,Jaipur,2007,18,2.3
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,8,13.69
Toyota Etios Liva GD,Delhi,2013,12,3.1
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,11,12.75
Hyundai Creta 1.6 CRDi SX Option,Pune,2017,8,13.75
Honda Jazz 1.2 SV i VTEC,Chennai,2017,8,6.75
Volkswagen Vento Diesel Comfortline,Chennai,2014,11,5.25
Mahindra XUV500 W6 2WD,Mumbai,2015,10,8.75
Mahindra TUV 300 2015-2019 T8,Kochi,2017,8,8.87
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,15,6.5
Maruti Ertiga VDI,Pune,2012,13,4.5
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,13,12.5
Toyota Fortuner 4x2 AT,Delhi,2014,11,16.8
Maruti Ertiga ZDI,Hyderabad,2016,9,8.75
Hyundai Elantra CRDi SX AT,Pune,2013,12,8.5
Hyundai i10 Magna 1.2,Kolkata,2011,14,2.21
Maruti Omni MPI STD BSIV,Jaipur,2012,13,1.6
Honda Amaze VX AT i-Vtech,Delhi,2016,9,6.25
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,18,2.25
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,6,25.75
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,15,6.75
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,10,6.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,12,5.1
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,16,10.75
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,9,5.7
Volkswagen Vento Diesel Breeze,Bangalore,2013,12,5.95
Chevrolet Beat Diesel LT,Kochi,2012,13,2.4
Mahindra Quanto C6,Mumbai,2013,12,3.49
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,14,4.0
Toyota Etios Liva 1.4 GD,Delhi,2013,12,3.85
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,15,3.95
Hyundai i10 Magna 1.2,Jaipur,2013,12,3.0
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,7,6.7
Maruti Ritz ZXi,Coimbatore,2016,9,6.14
Hyundai i20 Sportz AT 1.4,Bangalore,2012,13,4.4
Maruti Swift Dzire LDI,Pune,2017,8,4.25
BMW 7 Series 2007-2012 750Li,Kochi,2010,15,25.93
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,9,7.0
Toyota Fortuner 4x4 AT,Coimbatore,2017,8,25.12
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,8,4.45
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,14,2.4
Volkswagen Vento Diesel Highline,Pune,2012,13,4.33
Maruti Swift Dzire VXi AT,Coimbatore,2017,8,6.93
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,11,4.25
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,15,12.5
Hyundai Grand i10 Sportz,Chennai,2015,10,4.9
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,11,4.5
Renault KWID RXT,Jaipur,2016,9,3.0
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,10,5.8
Volkswagen Vento Petrol Highline,Pune,2011,14,3.33
Chevrolet Cruze LTZ AT,Kochi,2015,10,6.62
Nissan Terrano XL 110 PS,Mumbai,2015,10,5.75
Hyundai Verna 1.6 SX,Hyderabad,2012,13,6.2
Maruti Celerio VXI AMT,Chennai,2015,10,3.5
Maruti Wagon R LXI,Pune,2010,15,2.0
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,13,4.0
Audi A4 1.8 TFSI,Mumbai,2011,14,9.5
BMW X1 sDrive20d,Mumbai,2013,12,17.5
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,10,6.11
Hyundai i10 Magna,Ahmedabad,2014,11,3.75
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,18,6.2
Honda City i DTEC SV,Mumbai,2014,11,6.15
Maruti Alto K10 2010-2014 VXI,Pune,2012,13,2.4
Maruti Swift Ldi BSIII,Pune,2009,16,2.15
Hyundai Grand i10 Magna,Kolkata,2016,9,3.75
Ford Figo Petrol ZXI,Mumbai,2011,14,2.15
Hyundai Grand i10 SportZ Edition,Bangalore,2015,10,4.75
Maruti SX4 Vxi BSIV,Mumbai,2010,15,2.45
Honda City i-VTEC VX,Mumbai,2017,8,11.15
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,9,8.9
Honda Amaze S i-Dtech,Ahmedabad,2014,11,4.35
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,10,12.0
BMW 3 Series 320d Highline,Mumbai,2009,16,8.5
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,8,4.27
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,13,4.25
Mitsubishi Outlander 2.4,Bangalore,2010,15,9.25
Maruti Vitara Brezza LDi,Kochi,2017,8,8.61
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,15,28.0
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,7,9.25
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,9,8.6
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,7,7.53
Renault Duster 110PS Diesel RxL,Mumbai,2014,11,5.75
Honda Brio S Option AT,Chennai,2012,13,4.15
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,8,5.84
Audi A6 2.0 TDI Design Edition,Kolkata,2012,13,16.5
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,10,43.0
Hyundai i10 Sportz Option,Pune,2013,12,3.55
Hyundai i20 1.2 Asta Option,Hyderabad,2018,7,8.9
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,19,2.5
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,15,3.85
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,13,7.5
Hyundai Getz GVS,Mumbai,2005,20,1.8
Ford Figo Diesel EXI,Chennai,2010,15,2.25
Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,10,24.25
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,10,4.35
BMW X1 sDrive20d,Kolkata,2012,13,11.5
Honda City i VTEC SV,Kolkata,2014,11,4.75
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,13,4.99
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,7,9.15
Maruti Swift 1.3 VXi,Jaipur,2006,19,2.35
Honda CR-V 2.4 AT,Hyderabad,2014,11,13.99
Mercedes-Benz A Class A180 CDI,Bangalore,2014,11,19.75
Mahindra XUV500 AT W10 AWD,Coimbatore,2018,7,16.77
Mahindra Bolero SLX 2WD,Bangalore,2006,19,2.5
Renault Scala RxL AT,Mumbai,2013,12,3.65
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,13,23.5
Maruti Alto 800 VXI,Pune,2017,8,3.11
Toyota Etios G,Kochi,2013,12,4.57
Hyundai i20 Sportz Option,Mumbai,2014,11,5.32
Hyundai i10 Sportz,Hyderabad,2012,13,3.2
Maruti Swift VDI BSIV,Kochi,2016,9,5.63
Hyundai EON Magna Plus,Hyderabad,2015,10,3.0
BMW 3 Series 320d,Mumbai,2010,15,9.25
Tata Indigo XL Classic Dicor,Delhi,2011,14,1.2
Maruti Alto 800 LXI,Delhi,2015,10,2.15
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,15,3.05
Toyota Corolla Altis VL AT,Ahmedabad,2014,11,11.5
Hyundai Santro Xing GLS,Hyderabad,2008,17,2.3
Maruti Swift ZXI,Kolkata,2016,9,4.95
Renault Scala Diesel RxL,Hyderabad,2013,12,4.75
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,7,10.15
Nissan Micra XV,Kolkata,2011,14,2.65
Ford Figo Diesel EXI,Hyderabad,2015,10,3.8
Honda CR-V 2.0 AT,Kochi,2017,8,16.68
Nissan Terrano XV 110 PS,Pune,2014,11,5.0
Toyota Etios Liva 1.2 G,Chennai,2011,14,3.75
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,12,4.11
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,10,4.25
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,21,3.45
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,11,22.5
Toyota Innova 2.0 E,Delhi,2006,19,4.5
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,18,0.9
Hyundai Getz GLS,Hyderabad,2006,19,1.85
Honda Amaze S i-Dtech,Kolkata,2013,12,3.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,11,7.34
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,10,4.25
Hyundai Elite i20 Petrol Sportz,Delhi,2016,9,6.45
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,14,10.75
Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,10,27.75
Maruti Wagon R LX BSIII,Jaipur,2005,20,0.99
Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,9,24.0
Hyundai Elite i20 Petrol Sportz,Jaipur,2016,9,6.1
Honda WRV i-VTEC VX,Ahmedabad,2017,8,8.25
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,12,4.65
Honda CR-V 2.0L 2WD MT,Mumbai,2014,11,9.75
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,11,4.4
Maruti Swift Dzire VXI,Kolkata,2014,11,3.99
BMW 5 Series 2003-2012 530d,Coimbatore,2016,9,45.73
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,11,5.27
Honda City i DTec V,Ahmedabad,2016,9,7.25
Tata Indigo LS,Chennai,2008,17,1.6
Renault Duster 110PS Diesel RxL,Pune,2014,11,6.0
Hyundai i10 Sportz,Chennai,2010,15,3.0
Honda Jazz 1.2 SV i VTEC,Mumbai,2015,10,4.95
Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,9,8.99
Honda Accord VTi-L MT,Mumbai,2007,18,1.85
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,9,6.16
Maruti Ritz VDi,Hyderabad,2010,15,3.5
Honda Amaze S Petrol,Jaipur,2014,11,4.5
Hyundai i20 1.2 Asta Option,Hyderabad,2017,8,7.75
Renault Duster 85PS Diesel RxL,Hyderabad,2014,11,6.6
Hyundai Grand i10 Magna,Kochi,2014,11,4.98
BMW 3 Series 320d Highline,Chennai,2008,17,9.75
Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,11,5.55
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,9,10.3
Honda Accord 2.4 AT,Chennai,2011,14,7.5
Chevrolet Aveo 1.4,Hyderabad,2008,17,1.8
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,8,6.25
Mahindra Xylo D4 BS III,Hyderabad,2015,10,6.8
Hyundai i10 Magna AT,Hyderabad,2009,16,3.0
Mahindra XUV500 W8 4WD,Coimbatore,2015,10,11.6
Hyundai Elantra CRDi SX,Mumbai,2013,12,6.95
Volkswagen Passat 1.8 TSI MT,Mumbai,2010,15,3.5
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,11,5.5
Hyundai i20 Asta Option 1.2,Mumbai,2015,10,5.65
Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,12,3.25
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,10,7.72
Hyundai Creta 1.6 CRDi SX,Pune,2016,9,12.0
Chevrolet Beat Diesel PS,Jaipur,2013,12,1.55
Toyota Fortuner 3.0 Diesel,Delhi,2011,14,10.75
Hyundai i20 Sportz Option 1.2,Coimbatore,2016,9,6.72
Audi Q7 3.0 TDI quattro,Coimbatore,2012,13,28.55
Porsche Panamera Diesel,Bangalore,2013,12,75.0
Honda City i VTEC VX,Hyderabad,2016,9,10.49
Mahindra Quanto C4,Hyderabad,2012,13,3.8
Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,13,18.5
Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,12,6.0
Hyundai Verna 1.6 SX,Hyderabad,2012,13,5.5
Maruti Wagon R LXI BS IV,Pune,2010,15,2.3
Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,9,8.7
Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,10,4.95
Maruti Swift VDI,Jaipur,2012,13,4.25
Mahindra XUV500 W6 2WD,Kochi,2017,8,10.94
BMW 5 Series 520d Luxury Line,Delhi,2013,12,21.26
Toyota Corolla Altis 1.8 G,Bangalore,2016,9,11.5
Hyundai i20 Asta 1.4 CRDi,Pune,2015,10,6.0
Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,9,4.1
Maruti Alto 800 2016-2019 LXI,Kolkata,2013,12,2.01
Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,15,2.6
Maruti Wagon R VXI BS IV,Kolkata,2012,13,2.35
Mitsubishi Pajero 4X4 LHD,Bangalore,2012,13,9.15
Honda Brio EX MT,Chennai,2013,12,2.9
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,8,9.18
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,9,11.45
Honda Amaze S i-VTEC,Kochi,2017,8,5.53
Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,9,3.75
Honda City i-VTEC CVT VX,Pune,2018,7,12.5
Mahindra XUV500 AT W10 FWD,Mumbai,2017,8,15.5
Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,12,14.5
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,8,12.46
Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,11,5.25
BMW 5 Series 520d Sedan,Delhi,2012,13,14.5
Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,16,25.0
Hyundai Santro GLS II - Euro II,Kochi,2012,13,2.66
Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,13,45.0
Maruti Swift VDI,Jaipur,2015,10,5.1
Honda Amaze S i-Dtech,Delhi,2014,11,3.5
BMW 3 Series 320d Highline,Ahmedabad,2011,14,12.5
Hyundai Verna 1.4 EX,Hyderabad,2012,13,5.55
Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,10,19.48
Maruti Swift VXI,Ahmedabad,2012,13,3.91
Chevrolet Beat LS,Chennai,2010,15,2.19
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,8,6.89
Ford Figo Petrol ZXI,Coimbatore,2011,14,3.47
Maruti Swift VXI BSIII,Pune,2010,15,2.85
Audi A4 35 TDI Premium,Coimbatore,2016,9,25.64
Honda City V MT,Kochi,2018,7,10.28
Honda Jazz V,Hyderabad,2015,10,6.3
Volkswagen Polo 1.5 TDI Highline,Chennai,2014,11,4.75
Nissan Terrano XL D Option,Hyderabad,2013,12,5.8
Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,9,44.5
Hyundai i20 Magna Optional 1.2,Kochi,2014,11,4.65
Honda City 1.5 E MT,Jaipur,2009,16,3.6
Mahindra XUV500 W10 AWD,Hyderabad,2015,10,12.25
Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,8,20.0
Mahindra XUV500 W10 AWD,Jaipur,2017,8,16.0
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,14,6.21
Datsun GO Plus T,Kolkata,2016,9,3.25
Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,9,9.75
Honda Amaze S AT i-Vtech,Mumbai,2014,11,4.45
Honda City i-DTEC ZX,Pune,2017,8,12.0
Tata Indigo GLE,Chennai,2008,17,0.8
Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,7,5.95
Hyundai Verna 1.4 CX VTVT,Kolkata,2014,11,5.25
Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,6,22.2
BMW X1 sDrive20d,Jaipur,2012,13,13.5
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,10,13.5
Ford Figo Diesel ZXI,Delhi,2014,11,3.47
Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,12,9.5
Volkswagen Vento Petrol Highline,Chennai,2011,14,4.8
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,9,6.54
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,13,3.1
Maruti S Cross DDiS 200 Delta,Hyderabad,2015,10,7.99
Toyota Corolla Altis G,Kolkata,2009,16,3.3
Maruti Ertiga ZDI,Bangalore,2015,10,8.75
Hyundai i10 Asta Sunroof AT,Hyderabad,2013,12,4.19
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,6,30.77
Honda City ZX VTEC,Jaipur,2006,19,2.11
Mahindra KUV 100 G80 K8,Jaipur,2018,7,6.25
Toyota Fortuner 3.0 Diesel,Delhi,2011,14,11.4
Honda City 1.5 V MT,Bangalore,2011,14,5.2
Audi A6 35 TDI Matrix,Coimbatore,2017,8,39.84
Ford Figo Diesel ZXI,Coimbatore,2013,12,4.45
Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,11,19.5
Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,18,1.75
Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,9,5.1
Hyundai Elantra CRDi SX AT,Delhi,2013,12,6.8
Maruti Baleno Zeta CVT,Kolkata,2016,9,5.74
Maruti Swift LXi BSIV,Hyderabad,2010,15,3.3
Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,15,32.0
BMW 3 Series Luxury Line,Ahmedabad,2016,9,35.0
Maruti Dzire AMT ZDI Plus,Chennai,2017,8,8.9
Hyundai Verna 1.6 SX VTVT,Mumbai,2011,14,4.0
Jeep Compass 2.0 Longitude,Kochi,2018,7,19.46
Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,16,5.25
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,7,9.22
Hyundai EON Era Plus,Jaipur,2013,12,1.8
BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,10,31.75
Maruti Ertiga VDI,Delhi,2014,11,5.99
Honda Amaze E i-Vtech,Kochi,2015,10,4.94
Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,18,1.5
Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,17,3.25
Maruti Ertiga ZDI,Delhi,2014,11,6.5
Hyundai Grand i10 CRDi Sportz,Delhi,2013,12,3.71
Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,7,5.0
Hyundai i10 Era,Ahmedabad,2008,17,1.99
Honda Amaze S i-Vtech,Mumbai,2017,8,4.25
Audi A6 2.7 TDI,Ahmedabad,2009,16,8.0
Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,14,2.95
Renault KWID RXT Optional,Pune,2018,7,3.5
Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,13,16.0
Maruti Alto 800 LXI Airbag,Jaipur,2015,10,2.75
Honda City i VTEC VX Option,Delhi,2015,10,6.95
Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,14,12.5
Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2017,8,36.83
Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,14,2.7
Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,8,9.9
Honda City 1.5 V MT,Kochi,2011,14,3.83
Honda City 1.5 S MT,Coimbatore,2012,13,5.25
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,9,7.75
Maruti SX4 Vxi BSIV,Mumbai,2010,15,2.46
Maruti Swift Dzire VDI,Kolkata,2014,11,3.96
Maruti Ertiga ZDI,Chennai,2015,10,8.25
Hyundai i20 1.2 Spotz,Coimbatore,2018,7,7.58
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,11,3.99
Honda City i VTEC SV,Delhi,2014,11,6.25
Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,12,5.0
Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,20,4.65
Hyundai Santa Fe 4WD AT,Coimbatore,2016,9,21.37
Maruti Alto LXi,Hyderabad,2007,18,1.75
ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,7,16.09
Hyundai Verna 1.4 CRDi GL,Kolkata,2012,13,4.1
Ford Figo Diesel ZXI,Coimbatore,2015,10,3.56
Honda City 1.5 S MT,Pune,2010,15,4.21
Hyundai Verna 1.6 CRDi S,Delhi,2015,10,6.6
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,7,14.35
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,8,9.5
BMW X6 xDrive30d,Delhi,2011,14,21.9
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,9,30.45
Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,9,5.1
Hyundai Verna VTVT 1.6 AT EX,Pune,2013,12,5.44
